Text,ground_label,modality
are you joking?,Doubt,Text
star trek v is the standard against which Text+Video+Audio badness is measured.,Emphasize,Text+Video+Audio
you could try cText+Video+Audioing aaa.,Advise,Text
"but based on nasa's latest timetable, they won't get there for 35 years.",Inform,Text
"plus, i understand you have to be next to the vehicle with your card when they arrive.",Inform,Text
"erase the hard drives, grab the tapes, wipe our fingerprints off every surface and run.",Arrange,Text
why wasn't that plan a?,Doubt,Text
"well, of course, ben. i meant my first granddaughter.",Explain,Text+Video
"have, um, you thought any more about you and rachel?",Asking for opinions,Text
what? when have i ever touched myself in front of you guys?,Doubt,Text+Video
"you know, you reText+Video+Audioy should see someone about that.",Advise,Text
i wanna go talk to rachel for a minute. are you gonna be okay alone for a bit?,Confirm,Text+Video+Audio
"phoebe, there is no secret, okay? i didn't propose.",Oppose,Text+Video
i am a doctor.,Emphasize,Text+Video+Audio
you know what? i'm just gonna go and talk to rachel myself.,Plan,Text
"oh, my god. she thinks we're engaged.",Complain,Text
perhaps because you gave her an engagement ring?,Explain,Text+Video+Audio
"you know, ross, doctors are supposed to be smart.",Taunt,Text+Video
huh. i might be losing interest in this.,Leave,Text+Video+Audio
"look. look, my mom gave me that ring because she wanted me to propose to rachel.",Explain,Text
"but Text+Video+Audio i wanted to do was see if she maybe, kind of wanted to start things up again.",Explain,Text
"oh, what beautiful lukewarm sentiment.",Taunt,Text+Video
i didn't want to rush into anything. it seemed like she didn't want to either.,Explain,Text+Video
"what, did she find the ring in my jacket, assume i was gonna propose throw it on and just start telling people?",Doubt,Text
"no, no. she said you actuText+Video+Audioy proposed to her.",Oppose,Text
"well, i didn't. i didn't propose.",Oppose,Text
unless... did i?,Doubt,Text
"the numbers we're seeing in chicago, new york and london are solid.",Inform,Text
it says to try holding the baby close to your body and then swing her rapidly from side to side.,Introduce,Text+Video+Audio
okay.,Acknowledge,Text
"it's been hours, and it won't stop crying.",Complain,Text
"ma'am, uh, do you have a minute?",Confirm,Text+Video+Audio
i kind of have some bad news. i don't think i can move to tulsa.,Inform,Text
"um, i kind of fell asleep in the meeting this morning.",Explain,Text
"so when i said i'd move to tulsa, i didn't reText+Video+Audioy know what i was saying.",Explain,Text
you fell asleep?,Confirm,Text
but only because i was up Text+Video+Audio night worried about this meeting.,Explain,Text
"see, here's the thing.",Explain,Text+Video+Audio
"i went home and told my wife about tulsa, and she won't go.",Explain,Text+Video
"look, carol. can i cText+Video+Audio you carol?",Confirm,Text+Video+Audio
why would i when your name is elaine?,Doubt,Text
sorry. oh!,Apologise,Text
what a great picture of your son. strapping.,Praise,Text
"that's a picture of your daughter, isn't it?",Confirm,Text
"well, she's lovely. i like a girl with a strong jaw.",Praise,Text
i'll cText+Video+Audio you from tulsa.,Leave,Text+Video+Audio
"well, it looks like you guys got it under control, so i'm just gonna go.",Leave,Text
Text+Video+Audio right.,Acknowledge,Text
nothing works with this child!,Complain,Text
"oh, god, what am i gonna do, you guys? i can't even comfort my own baby.",Complain,Text+Video
you'll get better. think about your first day at work.,Comfort,Text
"that couldn't have been easy, but you figured that out.",Comfort,Text
"yeah, i don't think dressing provocatively is going to help me here!",Complain,Audio+Video
you must be a firebText+Video+Audio in bed!,Praise,Text+Video+Audio
i'm kidding.,Joke,Text
"oh, my god! you got her to stop crying!",Praise,Text
"that's your new job, day or night. she starts crying, i need you here.",Ask for help,Text+Video+Audio
"so okay. hey, super aunt? see you later. ha, ha.",Leave,Text
"okay, so listen, i'm gonna go lay down.",Leave,Text
what?,Doubt,Text
"the book says whenever she's sleeping, i should be sleeping.",Explain,Text
so...   thank you.,Thank,Text
no.,Oppose,Text
we're moving to tulsa.,Inform,Audio
"oh. no, ross, this is not good.",Complain,Text
"okay? i never reText+Video+Audioy wanted to marry joey, okay?",Explain,Text
okay.,Acknowledge,Text
"you know what i reText+Video+Audioy, reText+Video+Audioy want?",Asking for opinions,Text+Video
"oh, that's, uh, because we had a bit of a fText+Video+Audioing out.",Explain,Text
mike hit my mom with a car.,Explain,Text+Video+Audio
"well, wait. is your mom okay?",Care,Text
what?,Doubt,Text
do you not know each other?,Doubt,Text
because i forgot about our date. i'm so sorry.,Apologise,Text
"i'm sorry too. and just to be clear, i didn't hit his mother with a car.",Apologise,Text
you are unbelievable. i spent so much time finding the perfect girl for you.,Complain,Text+Video+Audio
mary ellen is reText+Video+Audioy smart and cute and loose.,Praise,Text
"oh, who are you kidding?",Doubt,Text
"god, this is humiliating!",Criticize,Text+Video+Audio
"i'm so sorry. if you don't like this guy, i can find you a better one.",Apologise,Text+Video
i'm out of here.,Leave,Text+Video+Audio
"oh. hey, ross.",Greet,Text
i'm so glad someone's here. could you zip me up?,Ask for help,Text
can you believe no one between my apartment and here offered to do that for me?,Complain,Text
"oh, yeah? now, how's that going? is it getting serious?",Asking for opinions,Text+Video+Audio
"you know, i reText+Video+Audioy admire your whole dating attitude.",Praise,Text
"um, there's nothing wrong with you.",Comfort,Text+Video
"i mean, you don't strike me as the type of person that wants to get married anyway.",Explain,Text
phoebe.,Greet,Text
how do i look?,Asking for opinions,Text+Video
you look great.,Praise,Text
i can't tell whether she's hot or not. what do you think?,Asking for opinions,Text
"joey, i am not going to objectify women with you.",Refuse,Text+Video+Audio
"hey, why don't you fly out there and surprise him?",Advise,Text
yeah. we'll have a little second honeymoon at the tulsa ramada.,Plan,Text
"oh, and you know what you should bring?",Advise,Text+Video+Audio
your black see-through teddy with the attached garters.,Advise,Text+Video+Audio
excuse me?,Greet,Text+Video+Audio
"uh, i said that i think you're hot.",Praise,Text+Video+Audio
"i'll try that. hi, i'm joey.",Greet,Text
i'm hayley.,Greet,Text+Video+Audio
reText+Video+Audioy? great.,Praise,Text
"if it gets much worse, you could die.",Warn,Text
are you sure that's what he was doing?,Doubt,Text+Video
do you know how many times i've seen him jump up like that?,Doubt,Text
"ew, are you talking about my brother?",Confirm,Text+Video+Audio
"what's the big deal? you forgot, she forgot.",Comfort,Text+Video+Audio
i never have an off night. okay?,Emphasize,Text+Video+Audio
"but even then, i'm better than most.",Flaunt,Text
"honey, why don't you just let it go and ask her out again?",Advise,Text
"yeah, you're both so slutty, you don't remember who you slept with.",Criticize,Text
you're made for each other.,Taunt,Text+Video
"Text+Video+Audio right, well, i'll go out with her again and i'll try to get past it.",Plan,Text
no salt! bloaty!,Leave,Text+Video+Audio
"you don't think sharks are sexy, do you?",Confirm,Text
no.,Oppose,Text
"wait a minute. wait, what was the little mermaid?",Doubt,Text
"hi, honey, i'm home.",Greet,Text
hi.,Greet,Text
why don't you sit down.,Invite,Text+Video+Audio
because i have a little surprise for you.,Inform,Text
why am i watching a bunch of sharks swimming around?,Doubt,Text+Video
do you want me to get into the tub and thrash?,Asking for opinions,Text
"no, they don't.",Oppose,Text
"oh, my god. when you came in, i switched the channel.",Explain,Text
i was just watching regular porn.,Explain,Text
you are an amazing wife.,Praise,Text
"reText+Video+Audioy, you are amazing. you were actuText+Video+Audioy gonna do this for me?",Confirm,Text
wow. hi.,Greet,Text
"i'm here to explain to the people who gave us our grant why it's a positive thing that we've spent Text+Video+Audio their money and, uh, accomplished, uh, nothing.",Explain,Text
damn it.,Complain,Text
"Text+Video+Audio right, i'll cText+Video+Audio the cab company.",Plan,Text
thank you.,Thank,Text
are you kidding?,Doubt,Text
"you know, when you don't see someone for a long time and you kind of build them up in your head, you start thinking:",Explain,Text
no.,Oppose,Text
"i mean, i don't know. i was looking in his eyes and i was just thinking,  oh, my god, it's david. david's here.  he's just so irresistible.",Explain,Text
hey.,Greet,Text
i need you to set me up for a joke.,Ask for help,Text
"ooh, i don't know, chandler. i'm not so good with remembering lines.",Refuse,Text+Video+Audio
why are we doing this?,Asking for opinions,Text+Video+Audio
so how many guys have your key?,Doubt,Text+Video+Audio
"no, no, no. it's not as bad as it looks.",Explain,Text+Video+Audio
i was saying goodbye to an old friend.,Explain,Text
"oh, uh, we just, uh, happen to wear the same shade.",Explain,Text
"no, um, david and i did used to go out.",Explain,Text
stop it. stop it. before someone gets reText+Video+Audioy hurt.,Prevent,Text
Text+Video+Audio right.,Agree,Text+Video+Audio
"but if i ever do come back from minsk, well, you just better watch out.",Warn,Text
i'm sorry. i'm so sorry.,Apologise,Text
wow. you blow my mind.,Praise,Text
it's like the cheapest college ever.,Praise,Text+Video+Audio
"oh, hi, come on in. i'm catherine, the listing agent.",Greet,Text+Video+Audio
"hi, i'm joey. this is chandler.",Greet,Text
so how come richard's selling the place? went bankrupt?,Asking for opinions,Text+Video
"uh, is there anything we should know about the place?",Asking for opinions,Text
"no, we're not together. we're definitely not a couple.",Oppose,Text
"what, i'm not good enough for you?",Doubt,Text
get there faster!,Arrange,Text
no.,Oppose,Text
"oh, god. is that veal?",Doubt,Text
"no, that's okay. that's okay. i mean, i am a vegetarian except for veal. yeah. no. veal i love. heh.",Comfort,Text+Video+Audio
"it's easy to remember, and it doesn't invite a lot of questions.",Introduce,Text+Video+Audio
"you weren't at the parade, because you had a family emergency.",Explain,Text
"i wasn't at the parade, because i had a family emergency.",Explain,Text
what happened?,Care,Text
we thought it might be nice to use the fancy china for dessert too.,Advise,Text+Video+Audio
"hey, dude, you okay? sorry about before.",Apologise,Text+Video+Audio
right. remember in high school when i died and didn't give you my baby?,Confirm,Text
"okay, i went to the zoo yesterday, now i'm a koala bear.",Joke,Text+Video+Audio
you didn't come and visit me when i was in the hospital having the baby!,Complain,Text+Video+Audio
you didn't come see me in the hospital when i was getting my lips done!,Complain,Audio+Video
because you don't want me to be happy.,Explain,Text
of your lack of responsibility? your immaturity?,Criticize,Text+Video+Audio
your total disregard for other people's feelings?,Criticize,Text
you've always been like this.,Complain,Audio+Video
"you had to have everything, and i couldn't have anything.",Complain,Audio+Video
"like in junior high, when you stole timmy from me.",Complain,Text+Video
"i mean, do you even realize how much that hurt me?",Confirm,Text+Video+Audio
"timmy was my boyfriend, and you made out with him!",Complain,Audio+Video
i cannot believe that i invited you here today!,Complain,Text
"yeah, well, you know what i cannot believe? that my so-cText+Video+Audioed sister gets a 30% discount from ralph lauren, and i still have to pay retail?",Complain,Text
you bitch.,Criticize,Text
"too far, amy. too far.",Warn,Text+Video+Audio
put the plates in the boxes! put the plates in the boxes!,Inform,Audio+Video
forget the bubble wrap! there isn't time!,Inform,Text+Video+Audio
let's throw some jell-o on them!,Joke,Text+Video+Audio
"Text+Video+Audio right, that is it! this is our apartment, and you cannot behave this way!",Prevent,Text
"if you can't act your age, you shouldn't be here at Text+Video+Audio.",Criticize,Text
"now, i want you to apologize to each other and mean it.",Inform,Text
"dude, well done.",Praise,Text
"yeah? well, thanks.",Thank,Text
so... so now do i get joey?,Confirm,Text+Video
thank you. it was so beautiful!,Thank,Text
i'm gonna go to joey's and get the pies.,Leave,Text+Video+Audio
"actuText+Video+Audioy, not pies. it's just pie.",Emphasize,Text+Video+Audio
and i'm sorry.,Apologise,Text
"well, what do you know? i guess i'll be the one who dies first.",Taunt,Text+Video+Audio
hey. so i'm gonna put the plates back.,Plan,Text+Video+Audio
i think you're right. we shouldn't use these plates for a long time.,Agree,Text
hey. i did it.,Greet,Text+Video+Audio
i told my producer i had a family emergency. he totText+Video+Audioy bought it.,Inform,Text
what?! something happened with the plates?,Doubt,Text
"oh, reText+Video+Audioy? well, thank you.",Thank,Text
"okay, stop. stop looking at me like that.",Prevent,Text
so are you excited about your first night away from emma?,Asking for opinions,Text
"actuText+Video+Audioy, i invited mike over.",Inform,Text
"oh, that's so cute. ross and mike's first date.",Taunt,Text+Video+Audio
"i don't know. but you know, we have a lot in common, you know?",Explain,Text+Video+Audio
yeah.,Acknowledge,Text
okay. heh.,Acknowledge,Text
"yeah, yeah.",Acknowledge,Text
"yeah, i'm sorry. i don't reText+Video+Audioy like to talk about it.",Apologise,Text
"fascinating, isn't it?",Confirm,Text
hello? ross' place. mike speaking.,Greet,Text
it's for you.,Inform,Audio
i don't understand what just happened here.,Doubt,Text+Video+Audio
"so, what did you guys do?",Care,Text+Video+Audio
"see you, guys.",Leave,Text
"rachel, lock the door. lock the door, seriously.",Arrange,Text
"wait, wait. wait, sorry. did he cText+Video+Audio? did that guy cText+Video+Audio?",Confirm,Text
hello?,Greet,Text
"uh, no, she's not here right now. can i take a message?",Confirm,Text+Video
bill from the bar?,Confirm,Text
"so, uh... so how was it?",Care,Text
did you guys...? you guys have a good time?,Care,Text+Video
we had so much fun. it felt so good to be out.,Praise,Text
"uh, rach?",Greet,Text+Video+Audio
yeah?,Acknowledge,Text+Video+Audio
here's something blue and new.,Introduce,Text
you are so efficient. i love you.,Praise,Text
we need something old.,Inform,Text
i don't think so.,Oppose,Text
we'll bring it back. just put it under your dress.,Plan,Text+Video+Audio
"hey, look, you guys. it's snowing.",Inform,Text
wendy's a fat-girl name.,Introduce,Text+Video+Audio
"yeah. it was a stupid job, and i could not stand leaving you.",Complain,Text
and why should i be the only one who doesn't get to do what he reText+Video+Audioy wants to do?,Complain,Text+Audio
"no, i think that this is what you wanna do. i think it's great.",Praise,Text+Audio
thanks.,Thank,Text
"chandler, your being here is the best christmas present i could ever imagine.",Praise,Text
aw.,Acknowledge,Text
how did you know?,Doubt,Text
"well, while you were on your baby vacation, i was doing your job.",Explain,Text
"uh, rach, uh, we have a code brown situation.",Inform,Text
"honey, could you please take care of it for me?",Ask for help,Text
"so i go have a baby, and they send some guy in to do my job?",Doubt,Text
"well, there was talk of shutting down ralph lauren altogether.",Inform,Audio
i'm not a temp. i was transferred here from another department.,Oppose,Text+Video+Audio
"oh, and what department was that? the, uh, jerk department?",Taunt,Text+Video+Audio
"well, did they mention that i'm rubber and you're glue?",Taunt,Text+Video+Audio
"ah, rachel. i see you've met gavin.",Greet,Text
"so now, uh, super gavin, when i come back uh, where do you plan on flying off to?",Asking for opinions,Text
"oh, wow. super ass-kissing power.",Taunt,Text+Video+Audio
"incidentText+Video+Audioy, when, uh, are you coming back?",Asking for opinions,Text
sure.,Agree,Text
i wasn't staring.,Oppose,Text
they've elected me to talk to you about the baby talk.,Inform,Text
i think it's sweet.,Praise,Text
why not?,Doubt,Text
because it took months to find a good nanny.,Explain,Text
"and i wouldn't want anything to, you know, drive her away.",Explain,Text
"now that you told me i can't have her, makes me want her even more!",Explain,Text+Video+Audio
"look, joey, come on now. for me, please.",Ask for help,Text
fine.,Acknowledge,Text
take me home.,Arrange,Text
"where you going, joe?",Care,Text
"actuText+Video+Audioy, uh, i'd rather be alone. you know, i reText+Video+Audioy need to organize my thoughts.",Refuse,Text+Video+Audio
your thoughts?,Doubt,Text+Video+Audio
"Text+Video+Audio right, fine. i only have one thought.",Acknowledge,Text
it's about the hot nanny. i gotta see her.,Inform,Audio
"oh, she's my girlfriend. that's not just how we do it here.",Introduce,Text+Video+Audio
but you would have so much fun. and you have a reText+Video+Audioy nice voice.,Praise,Text
"yeah, i do rock that one.",Acknowledge,Text+Video+Audio
isn't there just a little part of you that wants to get up there?,Confirm,Text+Video+Audio
"no, no, no, i admire a man who can cry.",Oppose,Text
"oh. sorry, that's my phone.",Apologise,Text
"oh, my god, this is the worst date ever.",Complain,Text
"oh, thank god! emma, there you are!",Thank,Text+Video+Audio
"uh, we were playing peekaboo. she loves it when i'm dramatic. heh.",Explain,Text
could we have our free crab cakes now?,Confirm,Text
and we want our free crab cakes.,Inform,Text
i have such fat hands!,Complain,Text
you knew this Text+Video+Audio along and you never told me?,Complain,Text+Video+Audio
absolutely amazing.,Praise,Text
"wait, wait, wait! congratulations. you did it.",Prevent,Text+Video+Audio
"joey, why did you tell chandler that monica was getting a boob job?",Criticize,Text+Video+Audio
very cool.,Praise,Text
"because the more i thought about it, the more i realized i don't think marriage is necessarily the right path for you.",Explain,Text
what do you mean?,Doubt,Text
"you know, sometimes your words, they hurt.",Complain,Text+Video
"hey, where do you guys want this?",Asking for opinions,Text
"i mean, not for me, because i'm only pretending to hold it, but for these guys.",Explain,Text
"no, but you don't want to get married either, right?",Confirm,Text
right.,Agree,Text
what? you want to get married?,Confirm,Text+Video+Audio
"if you wanted to get married, why didn't you say something before?",Doubt,Text
because i didn't know how much i wanted it.,Explain,Text
"and i love you, and i wanted to live with you.",Inform,Text
can we at least try living together? you might change your mind about marriage.,Advise,Text
are you gonna change yours?,Confirm,Text+Video
no.,Oppose,Text
yeah. okay.,Acknowledge,Text
"okay, so, uh... good bye.",Leave,Text
"i'm so sorry, pheebs.",Apologise,Text
we're Text+Video+Audio sorry.,Apologise,Text
look on the bright side.,Comfort,Text
"i mean, at least you won't have to live with this ugly chair.",Joke,Text+Video+Audio
"that was here already, huh?",Confirm,Text
i love you.,Comfort,Text+Video+Audio
she was just crawling around and she found him so i just let her sleep with him.,Explain,Text
"joey, you're sure? i mean, i know how much you love him.",Doubt,Text+Video+Audio
"yeah. well, why wouldn't she? he's a wonderful person.",Agree,Text+Video+Audio
hey. ross.,Greet,Text
"look, i just wanted to apologize.",Apologise,Text
"actuText+Video+Audioy, i don't need to, because your little  ross is dead  joke didn't work.",Explain,Text+Video+Audio
"nobody cText+Video+Audioed, nobody wrote anything, nobody cares that i'm dead.",Complain,Text+Video
i can't believe this. not even my geology lab partner. and i carried that guy.,Complain,Text
"Text+Video+Audio right. look, let's think about this, okay?",Comfort,Text+Video+Audio
that people are gonna post condolences on a website?,Doubt,Text
this isn't about people not caring that you're dead.,Comfort,Text+Video+Audio
exactly!,Agree,Text
"ross, what are you doing?",Doubt,Text+Video+Audio
you're having a memorial service for yourself?,Doubt,Text+Video
"sorry, so is that picture of you and the policeman.",Apologise,Text
"monet painted quickly, and usuText+Video+Audioy outdoors as his elusive subject was light itself.",Explain,Text+Video+Audio
"now, do you have any idea what you just said?",Confirm,Text+Video+Audio
"i gotta say, i'm reText+Video+Audioy impressed you were able to memorize Text+Video+Audio this so quickly.",Praise,Text
i'm an actor. i can memorize anything.,Flaunt,Text
"oh, god, do you think she heard? it'd be so bad if she heard.",Asking for opinions,Text+Video+Audio
what?,Doubt,Text
"oh, my god!",Complain,Audio+Video
i'm meeting with professor sherman about my being the keynote speaker.,Plan,Text+Video
"he, um... he fell asleep.",Complain,Audio+Video
you have to get that job.,Emphasize,Text+Video+Audio
what am i supposed to do? he's out cold.,Ask for help,Text
thanks.,Thank,Text
okay.,Acknowledge,Text
"so, um, tell me, how'd you guys meet?",Care,Text+Video+Audio
do you or any of your blood relatives have diabetes?,Care,Text+Video+Audio
no.,Oppose,Text
"uh, heart disease? alzheimer's? gout?",Care,Text+Video+Audio
we're just making conversation.,Explain,Text
this ravioli's delicious.,Praise,Text
i notice you're enjoying that ravioli with a beautiful set of teeth.,Praise,Text
did you have braces as a child?,Care,Text+Video+Audio
i'm gonna take off now.,Leave,Text
"you're gonna let me go home, aren't you?",Confirm,Text
sure you don't want to stay a little longer?,Invite,Text+Video+Audio
"no, i should get home. i'm kind of tired.",Leave,Text+Video+Audio
are you always tired?,Care,Text+Video+Audio
he does seem pretty perfect.,Praise,Text
no.,Oppose,Text
why not? just because his great-grandmother was obese?,Doubt,Text
"no, that's not it.",Oppose,Text
"no, he's not.",Oppose,Text
"thank god, because i don't wanna do this either.",Thank,Text
how do you feel about that?,Asking for opinions,Text
so this is it? we're reText+Video+Audioy gonna adopt?,Confirm,Text
yeah.,Agree,Text+Video+Audio
"um, we just want to give you a heads up.",Inform,Audio
owen didn't know he's adopted and monica told him.,Inform,Text
how would you like it if someone told the triplets that you gave birth to them?,Asking for opinions,Text
i'm gonna go tell emma she was an accident.,Leave,Text+Audio
"hey, sweetie.",Greet,Text
"hey, stop staring at my wife's legs.",Prevent,Text
she went to one of those spray-on tan places.,Inform,Text
you got a spray-on tan?,Doubt,Text
"what? you do? like, with the toe separators?",Doubt,Text
why? why?,Doubt,Text+Video
"i mean, it looks reText+Video+Audioy good. i wonder if i should get one.",Explain,Text
hey.,Greet,Text
and she always brags about Text+Video+Audio the famous people she's met.,Taunt,Text+Video+Audio
thanks for dinner.,Thank,Text
"i'm sorry. again, i don't know what happened. i must be nervous.",Apologise,Text
okay.,Acknowledge,Text
"what? oh, my god. i'm so sorry.",Apologise,Text
joey? are you okay?,Care,Text
we are not friends with phoebe anymore.,Inform,Text
"well, aren't you a treat.",Praise,Text
"honey, i got us that room at the woodford inn this weekend.",Inform,Text
that place in vermont? you can take a hint.,Doubt,Text+Video+Audio
can't you have the party when we get back?,Doubt,Text
"well, can't you just go to vermont the next day?",Doubt,Text
"and, i mean, you know, you guys, this is a big deal.",Explain,Text
so i'm gonna take off.,Leave,Text
and we paid for a room that we're supposed to be in right now!,Complain,Audio+Video
"no, no, no. no. no.",Oppose,Text
"we can make them race, and whoever comes in last stays.",Advise,Text
"yeah, let's do that!",Agree,Text
that sounds more fun than the thing we were gonna do in vermont!,Praise,Text
"phoebe, you get the bear. joey, you get the robot.",Arrange,Text
and the race is going to go from here to here.,Inform,Text
"now, the one who comes in last stays!",Inform,Text
"okay, ladies and gentlemen, wind your toys.",Inform,Audio
what are you barking at?,Criticize,Text+Video+Audio
"well, how is that gonna help?",Criticize,Text+Video+Audio
i bought you! how did i forget that that's Text+Video+Audio you do?,Criticize,Text
"good job, alan.",Praise,Text
"no. no, no. wait.",Prevent,Text
the rules clearly stated that the last one to cross the finish line was the loser.,Explain,Text+Video+Audio
"hey, joe. how's the second draft of the letter coming?",Care,Text
"great. i'm finished. in fact, i just dropped it off at the agency.",Inform,Audio
"no can do, amigo.",Refuse,Text
"no, i didn't use the computer. it felt more personal to handwrite it.",Explain,Text+Audio
see you later.,Leave,Text
"oh, my god. oh, my god. that letter is gonna go in our file.",Complain,Text+Video+Audio
we're never gonna get a kid.,Complain,Text
we're gonna be one of those old couples that collects orchids or has a lot of birds.,Complain,Text+Video+Audio
it's okay. it's okay. you know what?,Comfort,Text
i will just cText+Video+Audio the agency and tell them to throw out the letter.,Plan,Text
"hello, this is chandler bing.",Greet,Text
thank you. goodbye.,Thank,Text
"we're screwed, aren't we?",Confirm,Text+Video+Audio
they thought joey was a child?,Confirm,Text+Video+Audio
you pierced her ears?,Doubt,Text
doesn't it make her nose look smText+Video+Audioer?,Asking for opinions,Text+Video
"if i had told you, then it wouldn't have been a surprise, now would it?",Explain,Text+Video+Audio
i think she looks cute.,Praise,Text
"hi, emma. oh. why is she wearing her hat so low?",Doubt,Text+Video
because there are so many terrible sights in this world.,Explain,Text
like war. or that thing in joey's refrigerator. remember?,Confirm,Text
hi.,Greet,Text
what...?,Doubt,Text
did she do this to her?,Confirm,Text+Video+Audio
i told you we shouldn't have left emma with her!,Criticize,Text+Video+Audio
okay? you are so irresponsible! i am never letting you babysit again!,Criticize,Text
okay.,Acknowledge,Text
Text+Video+Audio i wanted to do was help you try to figure out what to do with your life.,Explain,Text
i am going to be a baby stylist.,Plan,Text
"i'm gonna help babies learn how to accessorize what colors to wear, what clothes are slimming.",Plan,Text
"i'm sorry, man.",Apologise,Text
"but, uh, my bosses didn't go for it. stupid sons of bitches.",Criticize,Text+Video+Audio
"look, it's one thing not to cast me, but to lie to me?",Doubt,Text
i got her from monica. she sold it to me for a very reasonable price.,Explain,Text+Video+Audio
"hey, what? whoa. what?",Doubt,Text
"well, legend has it, joey, that she comes alive when you're asleep.",Joke,Text+Video
she climbs out of the frame and then drags her half-a-body across the floor just looking for legs to steal.,Joke,Text
and then with her one good hand she slowly reaches up and turns your doorknob.,Joke,Text+Video+Audio
get that legless witch out of here!,Leave,Text+Video+Audio
stand up straight.,Arrange,Text
big smile.,Arrange,Text+Video+Audio
hello. is this the creepy residence?,Greet,Text
"we're waiting for the adoption lady. but, hey, i'm glad you're here.",Inform,Audio
"no, no, no. we're not having a big reception.",Oppose,Text
we took the wedding money we were gonna spend and donated it to a children's charity.,Explain,Text+Video+Audio
i'm sorry. i can't imagine giving up my one wedding day like that.,Apologise,Text
"hi, i'm laura. i'm here for your adoption interview.",Greet,Text
"hi, i'm monica. and this is chandler.",Introduce,Text
we're so glad that you're here.,Greet,Text+Video+Audio
"well, not actuText+Video+Audioy to death. that's just a figure of speech.",Explain,Text
are any other couples in the building adopting?,Confirm,Text+Video+Audio
is that that couple on the first floor?,Confirm,Text
because we should get a baby before them.,Explain,Text
oh.,Acknowledge,Text
i went on a date with a guy who lived in this building. it didn't end very well.,Complain,Audio+Video
"that wouldn't, by any chance, be joey tribbiani?",Confirm,Text+Video+Audio
"we had a great night. in the morning, he promised he'd cText+Video+Audio and he didn't.",Complain,Text+Video+Audio
rat bastard!,Criticize,Text
"well, i'm sorry i brought it up.",Apologise,Text
so are either one of you planning on staying at home?,Asking for opinions,Text
what was that?,Doubt,Text
i must say this seems like a lovely environment to raise a child in.,Praise,Text
why don't i show you the baby's room.,Invite,Text+Video+Audio
"from now on,  bert  will be our code word for danger.",Inform,Text
you slept with our social worker and never cText+Video+Audioed her back.,Criticize,Text
"okay, okay.",Leave,Text+Video+Audio
and we don't wanna buy your bat!,Refuse,Text+Video+Audio
what are you doing here?,Doubt,Text+Video+Audio
Text+Video+Audio right. okay. uh... wow. yeah...,Acknowledge,Text
you have got some nerve coming back here.,Warn,Text+Video+Audio
i gave you my number. you never cText+Video+Audioed me.,Explain,Text
"you're a beautiful woman. smart, funny.",Praise,Text
"well, maybe i'm wrong. i'm sorry.",Apologise,Text
i waited a long time! i can't wait anymore.,Leave,Text+Video+Audio
i'm sorry that you had to see that. i'm so embarrassed.,Apologise,Text
and i've got to say i think you're going to make excellent parents.,Praise,Text
